song_id,song_name,artist_id,genre,duration_ms
S00049,Song 00049,A0393,rock,236076
S00050,Song 00050,A0378,pop,87374
S00051,Song 00051,A0213,classical,162641
S00052,Song 00052,A0309,reggaeton,243332
S00053,Song 00053,A0201,r_and_b,256041
S00054,Song 00054,A0398,jazz,300282
S00055,Song 00055,A0210,r_and_b,192972
S00056,Song 00056,A0286,indie_rock,170856
S00057,Song 00057,A0025,country,154562
S00058,Song 00058,A0126,country,157619
S00059,Song 00059,A0125,country,84862
S00060,Song 00060,A0213,classical,327674
S00061,Song 00061,A0006,latin,188542
S00062,Song 00062,A0377,indie_rock,171289
S00063,Song 00063,A0272,r_and_b,175681
S00064,Song 00064,A0370,country,253023
S00065,Song 00065,A0186,reggaeton,223254
S00066,Song 00066,A0101,jazz,165618
S00067,Song 00067,A0018,country,281610
S00068,Song 00068,A0103,indie_rock,233400
S00069,Song 00069,A0022,country,203575
S00070,Song 00070,A0102,metal,215515
S00071,Song 00071,A0041,hip_hop,292523
S00072,Song 00072,A0251,r_and_b,261202
S00073,Song 00073,A0386,classical,209355
S00074,Song 00074,A0078,reggaeton,283073
S00075,Song 00075,A0160,metal,74910
S00076,Song 00076,A0283,latin,262125
S00077,Song 00077,A0068,jazz,160620
S00078,Song 00078,A0128,electronic,174698
S00079,Song 00079,A0115,hip_hop,199876
S00080,Song 00080,A0336,reggaeton,337468
S00081,Song 00081,A0227,reggaeton,204902
S00082,Song 00082,A0099,pop,206221
S00083,Song 00083,A0299,pop,254394
S00084,Song 00084,A0371,reggaeton,84833
S00085,Song 00085,A0127,rock,200486
S00086,Song 00086,A0133,metal,260121
S00087,Song 00087,A0101,jazz,150767
S00088,Song 00088,A0014,r_and_b,253390
S00089,Song 00089,A0095,r_and_b,166208
S00090,Song 00090,A0065,country,117737
S00091,Song 00091,A0048,rock,273181
S00092,Song 00092,A0327,indie_rock,221126
S00093,Song 00093,A0089,reggaeton,265471
S00094,Song 00094,A0069,pop,227611
S00095,Song 00095,A0103,indie_rock,146619
S00096,Song 00096,A0101,jazz,282828
S00097,Song 00097,A0250,metal,244607
S00098,Song 00098,A0399,latin,244344
S00099,Song 00099,A0388,hip_hop,192569
S00100,Song 00100,A0167,jazz,146508
S00101,Song 00101,A0035,jazz,311847
S00102,Song 00102,A0258,reggaeton,270233
S00103,Song 00103,A0129,electronic,231379
S00104,Song 00104,A0218,indie_rock,181074
S00105,Song 00105,A0321,reggaeton,306722
S00106,Song 00106,A0188,rock,164969
S00107,Song 00107,A0144,pop,170255
S00108,Song 00108,A0359,electronic,358715
S00109,Song 00109,A0399,latin,259657
S00110,Song 00110,A0015,jazz,279918
S00111,Song 00111,A0300,r_and_b,267025
S00112,Song 00112,A0153,rock,357689
S00113,Song 00113,A0396,country,247079
S00114,Song 00114,A0181,latin,253404
S00115,Song 00115,A0166,electronic,164356
S00116,Song 00116,A0274,pop,223839
S00117,Song 00117,A0382,metal,121803
S00118,Song 00118,A0292,latin,196214
S00119,Song 00119,A0330,hip_hop,219611
S00120,Song 00120,A0002,latin,267470
S00121,Song 00121,A0379,rock,308608
S00122,Song 00122,A0040,classical,176353
S00123,Song 00123,A0216,metal,151059
S00124,Song 00124,A0096,latin,238140
S00125,Song 00125,A0092,indie_rock,163863
S00126,Song 00126,A0134,rock,330444
S00127,Song 00127,A0356,metal,302323
S00128,Song 00128,A0308,electronic,156907
S00129,Song 00129,A0103,indie_rock,234962
S00130,Song 00130,A0297,r_and_b,303633
S00131,Song 00131,A0374,electronic,161084
S00132,Song 00132,A0371,reggaeton,188783
S00133,Song 00133,A0084,r_and_b,215383
S00134,Song 00134,A0161,classical,308710
S00135,Song 00135,A0024,reggaeton,250813
S00136,Song 00136,A0168,reggaeton,204484
S00137,Song 00137,A0055,electronic,241075
S00138,Song 00138,A0057,country,222386
S00139,Song 00139,A0072,latin,231180
S00140,Song 00140,A0358,latin,250631
S00141,Song 00141,A0365,classical,234838
S00142,Song 00142,A0360,reggaeton,261526
S00143,Song 00143,A0124,latin,219770
S00144,Song 00144,A0383,jazz,200801
S00145,Song 00145,A0104,pop,199097
S00146,Song 00146,A0294,metal,115244
S00147,Song 00147,A0274,pop,186860
S00148,Song 00148,A0353,r_and_b,334014
S00149,Song 00149,A0182,pop,214291
S00150,Song 00150,A0227,reggaeton,251023
S00151,Song 00151,A0083,indie_rock,273027
S00152,Song 00152,A0336,reggaeton,185884
S00153,Song 00153,A0225,jazz,195167
S00154,Song 00154,A0131,pop,250383
S00155,Song 00155,A0304,latin,156907
S00156,Song 00156,A0303,hip_hop,274825
S00157,Song 00157,A0127,rock,260459
S00158,Song 00158,A0304,latin,231843
S00159,Song 00159,A0112,hip_hop,232901
S00160,Song 00160,A0248,electronic,263835
S00161,Song 00161,A0400,metal,223493
S00162,Song 00162,A0336,reggaeton,56007
S00163,Song 00163,A0386,classical,249824
S00164,Song 00164,A0271,latin,156452
S00165,Song 00165,A0336,reggaeton,185109
S00166,Song 00166,A0100,electronic,189886
S00167,Song 00167,A0074,reggaeton,190263
S00168,Song 00168,A0021,electronic,109379
S00169,Song 00169,A0237,metal,94819
S00170,Song 00170,A0131,pop,212844
S00171,Song 00171,A0090,electronic,220982
S00172,Song 00172,A0079,electronic,245582
S00173,Song 00173,A0253,country,136662
S00174,Song 00174,A0363,electronic,199239
S00175,Song 00175,A0206,metal,269994
S00176,Song 00176,A0214,electronic,195483
S00177,Song 00177,A0313,electronic,181612
S00178,Song 00178,A0292,latin,350661
S00179,Song 00179,A0042,metal,112514
S00180,Song 00180,A0371,reggaeton,168011
S00181,Song 00181,A0159,latin,149095
S00182,Song 00182,A0317,country,187650
S00183,Song 00183,A0135,indie_rock,424416
S00184,Song 00184,A0347,pop,153005
S00185,Song 00185,A0097,rock,202405
S00186,Song 00186,A0225,jazz,185522
S00187,Song 00187,A0005,latin,170604
S00188,Song 00188,A0304,latin,274008
S00189,Song 00189,A0164,classical,191337
S00190,Song 00190,A0383,jazz,290515
S00191,Song 00191,A0376,rock,313150
S00192,Song 00192,A0176,classical,190260
S00193,Song 00193,A0371,reggaeton,312978
S00194,Song 00194,A0281,latin,145264
S00195,Song 00195,A0343,indie_rock,243846
S00196,Song 00196,A0382,metal,289720
S00197,Song 00197,A0149,electronic,156944
S00198,Song 00198,A0097,rock,219532
S00199,Song 00199,A0021,electronic,254767
S00200,Song 00200,A0029,latin,261421
S00201,Song 00201,A0321,reggaeton,246446
S00202,Song 00202,A0193,jazz,353158
S00203,Song 00203,A0239,pop,214923
S00204,Song 00204,A0357,indie_rock,302287
S00205,Song 00205,A0305,electronic,362017
S00206,Song 00206,A0209,classical,184503
S00207,Song 00207,A0018,country,197293
S00208,Song 00208,A0083,indie_rock,157425
S00209,Song 00209,A0193,jazz,270654
S00210,Song 00210,A0395,electronic,316532
S00211,Song 00211,A0302,electronic,111494
S00212,Song 00212,A0189,r_and_b,164607
S00213,Song 00213,A0098,country,184995
S00214,Song 00214,A0175,classical,369093
S00215,Song 00215,A0129,electronic,200910
S00216,Song 00216,A0030,latin,249822
S00217,Song 00217,A0027,rock,146966
S00218,Song 00218,A0173,metal,281950
S00219,Song 00219,A0072,latin,157194
S00220,Song 00220,A0392,rock,220942
S00221,Song 00221,A0224,electronic,158322
S00222,Song 00222,A0174,jazz,219399
S00223,Song 00223,A0354,pop,215888
S00224,Song 00224,A0312,pop,239940
S00225,Song 00225,A0126,country,239058
S00226,Song 00226,A0372,hip_hop,342709
S00227,Song 00227,A0227,reggaeton,177969
S00228,Song 00228,A0001,metal,311817
S00229,Song 00229,A0031,latin,246197
S00230,Song 00230,A0277,electronic,214315
S00231,Song 00231,A0100,electronic,245695
S00232,Song 00232,A0058,electronic,242335
S00233,Song 00233,A0348,classical,280811
S00234,Song 00234,A0204,rock,278591
S00235,Song 00235,A0291,rock,265701
S00236,Song 00236,A0342,classical,243012
S00237,Song 00237,A0219,country,123416
S00238,Song 00238,A0144,pop,281519
S00239,Song 00239,A0396,country,298303
S00240,Song 00240,A0288,jazz,250608
S00241,Song 00241,A0339,hip_hop,246072
S00242,Song 00242,A0115,hip_hop,171861
S00243,Song 00243,A0098,country,244354
S00244,Song 00244,A0239,pop,282284
S00245,Song 00245,A0284,latin,141591
S00246,Song 00246,A0293,pop,195981
S00247,Song 00247,A0322,r_and_b,191779
S00248,Song 00248,A0217,r_and_b,305929
S00249,Song 00249,A0220,hip_hop,196404
S00250,Song 00250,A0130,hip_hop,108301
S00251,Song 00251,A0200,classical,234459
S00252,Song 00252,A0296,country,310089
S00253,Song 00253,A0336,reggaeton,214075
S00254,Song 00254,A0056,latin,196240
S00255,Song 00255,A0164,classical,238205
S00256,Song 00256,A0133,metal,333389
S00257,Song 00257,A0212,jazz,207609
S00258,Song 00258,A0315,pop,207338
S00259,Song 00259,A0114,electronic,251050
S00260,Song 00260,A0201,r_and_b,174118
S00261,Song 00261,A0112,hip_hop,114866
S00262,Song 00262,A0038,indie_rock,233747
S00263,Song 00263,A0045,indie_rock,200863
S00264,Song 00264,A0272,r_and_b,247327
S00265,Song 00265,A0167,jazz,232865
S00266,Song 00266,A0367,pop,258151
S00267,Song 00267,A0013,classical,154384
S00268,Song 00268,A0069,pop,244938
S00269,Song 00269,A0054,jazz,165249
S00270,Song 00270,A0368,indie_rock,246617
S00271,Song 00271,A0183,jazz,196079
S00272,Song 00272,A0002,latin,332075
S00273,Song 00273,A0318,hip_hop,166553
S00274,Song 00274,A0382,metal,77584
S00275,Song 00275,A0323,hip_hop,231638
S00276,Song 00276,A0244,jazz,193653
S00277,Song 00277,A0008,pop,163776
S00278,Song 00278,A0104,pop,236768
S00279,Song 00279,A0370,country,328752
S00280,Song 00280,A0066,latin,212162
S00281,Song 00281,A0268,electronic,177436
S00282,Song 00282,A0175,classical,313541
S00283,Song 00283,A0337,pop,294614
S00284,Song 00284,A0173,metal,222924
S00285,Song 00285,A0261,classical,186610
S00286,Song 00286,A0203,classical,267434
S00287,Song 00287,A0286,indie_rock,176549
S00288,Song 00288,A0207,indie_rock,180639
S00289,Song 00289,A0385,latin,168291
S00290,Song 00290,A0035,jazz,255057
S00291,Song 00291,A0098,country,317245
S00292,Song 00292,A0100,electronic,224193
S00293,Song 00293,A0109,pop,334029
S00294,Song 00294,A0059,indie_rock,93849
S00295,Song 00295,A0001,metal,218015
S00296,Song 00296,A0328,electronic,109915
S00297,Song 00297,A0319,latin,276748
S00298,Song 00298,A0061,rock,301705
S00299,Song 00299,A0036,latin,104441
S00300,Song 00300,A0267,country,169495
S00301,Song 00301,A0061,rock,221952
S00302,Song 00302,A0036,latin,122253
S00303,Song 00303,A0064,classical,161029
S00304,Song 00304,A0262,country,152115
S00305,Song 00305,A0394,classical,220474
S00306,Song 00306,A0174,jazz,166839
S00307,Song 00307,A0255,classical,141102
S00308,Song 00308,A0202,rock,162755
S00309,Song 00309,A0007,latin,206180
S00310,Song 00310,A0300,r_and_b,217710
S00311,Song 00311,A0022,country,200156
S00312,Song 00312,A0125,country,289630
S00313,Song 00313,A0112,hip_hop,188689
S00314,Song 00314,A0279,metal,218497
S00315,Song 00315,A0027,rock,250559
S00316,Song 00316,A0366,latin,190109
S00317,Song 00317,A0287,indie_rock,297871
S00318,Song 00318,A0295,hip_hop,261641
S00319,Song 00319,A0086,indie_rock,263354
S00320,Song 00320,A0240,country,156975
S00321,Song 00321,A0136,electronic,204626
S00322,Song 00322,A0277,electronic,249650
S00323,Song 00323,A0271,latin,280969
S00324,Song 00324,A0357,indie_rock,174205
S00325,Song 00325,A0253,country,181453
S00326,Song 00326,A0011,hip_hop,130351
S00327,Song 00327,A0079,electronic,119019
S00328,Song 00328,A0398,jazz,284272
S00329,Song 00329,A0311,pop,214569
S00330,Song 00330,A0187,rock,250437
S00331,Song 00331,A0156,metal,284778
S00332,Song 00332,A0358,latin,214590
S00333,Song 00333,A0055,electronic,223723
S00334,Song 00334,A0024,reggaeton,150925
S00335,Song 00335,A0285,metal,178687
S00336,Song 00336,A0114,electronic,244346
S00337,Song 00337,A0247,pop,305840
S00338,Song 00338,A0224,electronic,282466
S00339,Song 00339,A0269,pop,173991
S00340,Song 00340,A0228,r_and_b,169321
S00341,Song 00341,A0303,hip_hop,262572
S00342,Song 00342,A0376,rock,248946
S00343,Song 00343,A0240,country,252974
S00344,Song 00344,A0127,rock,235330
S00345,Song 00345,A0016,indie_rock,299918
S00346,Song 00346,A0096,latin,236916
S00347,Song 00347,A0272,r_and_b,311314
S00348,Song 00348,A0254,jazz,254292
S00349,Song 00349,A0165,classical,221524
S00350,Song 00350,A0066,latin,149759
S00351,Song 00351,A0388,hip_hop,240936
S00352,Song 00352,A0366,latin,277430
S00353,Song 00353,A0276,r_and_b,232218
S00354,Song 00354,A0094,indie_rock,159612
S00355,Song 00355,A0198,latin,103721
S00356,Song 00356,A0002,latin,203224
S00357,Song 00357,A0129,electronic,332467
S00358,Song 00358,A0251,r_and_b,150322
S00359,Song 00359,A0400,metal,191524
S00360,Song 00360,A0091,latin,231697
S00361,Song 00361,A0185,country,282075
S00362,Song 00362,A0366,latin,159335
S00363,Song 00363,A0373,rock,223796
S00364,Song 00364,A0042,metal,239692
S00365,Song 00365,A0318,hip_hop,147153
S00366,Song 00366,A0201,r_and_b,246714
S00367,Song 00367,A0212,jazz,156272
S00368,Song 00368,A0241,metal,231686
S00369,Song 00369,A0395,electronic,260505
S00370,Song 00370,A0199,jazz,226570
S00371,Song 00371,A0204,rock,142733
S00372,Song 00372,A0025,country,264748
S00373,Song 00373,A0119,rock,266528
S00374,Song 00374,A0208,hip_hop,230713
S00375,Song 00375,A0080,indie_rock,272755
S00376,Song 00376,A0052,reggaeton,192278
S00377,Song 00377,A0207,indie_rock,168925
S00378,Song 00378,A0018,country,209739
S00379,Song 00379,A0391,classical,251465
S00380,Song 00380,A0363,electronic,277327
S00381,Song 00381,A0216,metal,177387
S00382,Song 00382,A0105,hip_hop,234487
S00383,Song 00383,A0102,metal,231365
S00384,Song 00384,A0029,latin,190089
S00385,Song 00385,A0314,latin,93767
S00386,Song 00386,A0005,latin,113023
S00387,Song 00387,A0023,pop,279360
S00388,Song 00388,A0346,latin,124594
S00389,Song 00389,A0394,classical,106638
S00390,Song 00390,A0343,indie_rock,128311
S00391,Song 00391,A0169,country,197606
S00392,Song 00392,A0298,electronic,299736
S00393,Song 00393,A0165,classical,242281
S00394,Song 00394,A0317,country,188623
S00395,Song 00395,A0032,electronic,198908
S00396,Song 00396,A0112,hip_hop,246129
S00397,Song 00397,A0289,metal,221789
S00398,Song 00398,A0234,pop,108127
S00399,Song 00399,A0359,electronic,295438
S00400,Song 00400,A0295,hip_hop,276641
S00401,Song 00401,A0349,hip_hop,151893
S00402,Song 00402,A0100,electronic,204189
S00403,Song 00403,A0328,electronic,246695
S00404,Song 00404,A0293,pop,237066
S00405,Song 00405,A0124,latin,198629
S00406,Song 00406,A0319,latin,224348
S00407,Song 00407,A0051,reggaeton,334074
S00408,Song 00408,A0209,classical,201199
S00409,Song 00409,A0281,latin,282325
S00410,Song 00410,A0258,reggaeton,236691
S00411,Song 00411,A0076,metal,148475
S00412,Song 00412,A0011,hip_hop,261627
S00413,Song 00413,A0019,indie_rock,243866
S00414,Song 00414,A0151,electronic,295127
S00415,Song 00415,A0373,rock,322766
S00416,Song 00416,A0129,electronic,288787
S00417,Song 00417,A0221,electronic,242768
S00418,Song 00418,A0144,pop,256498
S00419,Song 00419,A0020,jazz,275931
S00420,Song 00420,A0370,country,172470
S00421,Song 00421,A0369,electronic,159917
S00422,Song 00422,A0377,indie_rock,271776
S00423,Song 00423,A0379,rock,152516
S00424,Song 00424,A0024,reggaeton,205327
S00425,Song 00425,A0334,hip_hop,335253
S00426,Song 00426,A0234,pop,280189
S00427,Song 00427,A0387,r_and_b,300983
S00428,Song 00428,A0080,indie_rock,220349
S00429,Song 00429,A0160,metal,295160
S00430,Song 00430,A0261,classical,169859
S00431,Song 00431,A0111,latin,171622
S00432,Song 00432,A0390,country,211267
S00433,Song 00433,A0378,pop,177705
S00434,Song 00434,A0058,electronic,303146
S00435,Song 00435,A0140,latin,211202
S00436,Song 00436,A0155,latin,147709
S00437,Song 00437,A0140,latin,277353
S00438,Song 00438,A0137,country,266210
S00439,Song 00439,A0248,electronic,295596
S00440,Song 00440,A0284,latin,146162
S00441,Song 00441,A0350,rock,166926
S00442,Song 00442,A0326,country,78399
S00443,Song 00443,A0069,pop,243921
S00444,Song 00444,A0019,indie_rock,214959
S00445,Song 00445,A0109,pop,183864
S00446,Song 00446,A0083,indie_rock,304280
S00447,Song 00447,A0096,latin,171529
S00448,Song 00448,A0149,electronic,187334
S00449,Song 00449,A0148,classical,163299
S00450,Song 00450,A0385,latin,153960
S00451,Song 00451,A0027,rock,214991
S00452,Song 00452,A0305,electronic,205811
S00453,Song 00453,A0003,country,194804
S00454,Song 00454,A0251,r_and_b,146741
S00455,Song 00455,A0062,jazz,131831
S00456,Song 00456,A0387,r_and_b,178007
S00457,Song 00457,A0370,country,211715
S00458,Song 00458,A0159,latin,160546
S00459,Song 00459,A0247,pop,188249
S00460,Song 00460,A0321,reggaeton,192840
S00461,Song 00461,A0023,pop,155864
S00462,Song 00462,A0100,electronic,120185
S00463,Song 00463,A0065,country,205436
S00464,Song 00464,A0105,hip_hop,315350
S00465,Song 00465,A0309,reggaeton,245853
S00466,Song 00466,A0367,pop,208355
S00467,Song 00467,A0262,country,171933
S00468,Song 00468,A0328,electronic,176048
S00469,Song 00469,A0296,country,283980
S00470,Song 00470,A0250,metal,145047
S00471,Song 00471,A0147,indie_rock,330580
S00472,Song 00472,A0064,classical,222163
S00473,Song 00473,A0125,country,239150
S00474,Song 00474,A0126,country,198148
S00475,Song 00475,A0094,indie_rock,281566
S00476,Song 00476,A0371,reggaeton,280412
S00477,Song 00477,A0257,classical,175257
S00478,Song 00478,A0183,jazz,337667
S00479,Song 00479,A0290,r_and_b,234274
S00480,Song 00480,A0018,country,128150
S00481,Song 00481,A0328,electronic,253784
S00482,Song 00482,A0094,indie_rock,243252
S00483,Song 00483,A0322,r_and_b,234623
S00484,Song 00484,A0236,hip_hop,277802
S00485,Song 00485,A0294,metal,292052
S00486,Song 00486,A0345,jazz,147997
S00487,Song 00487,A0317,country,210013
S00488,Song 00488,A0183,jazz,213887
S00489,Song 00489,A0311,pop,225656
S00490,Song 00490,A0100,electronic,109549
S00491,Song 00491,A0069,pop,238859
S00492,Song 00492,A0318,hip_hop,226809
S00493,Song 00493,A0090,electronic,344654
S00494,Song 00494,A0125,country,169005
S00495,Song 00495,A0175,classical,191975
S00496,Song 00496,A0108,jazz,251345
S00497,Song 00497,A0190,metal,222225
S00498,Song 00498,A0232,classical,278463
S00499,Song 00499,A0309,reggaeton,299725
S00500,Song 00500,A0207,indie_rock,166713
S00501,Song 00501,A0165,classical,229692
S00502,Song 00502,A0346,latin,264095
S00503,Song 00503,A0328,electronic,175155
S00504,Song 00504,A0182,pop,364508
S00505,Song 00505,A0394,classical,241948
S00506,Song 00506,A0259,electronic,233285
S00507,Song 00507,A0371,reggaeton,126322
S00508,Song 00508,A0184,electronic,179516
S00509,Song 00509,A0237,metal,95910
S00510,Song 00510,A0271,latin,265036
S00511,Song 00511,A0184,electronic,171532
S00512,Song 00512,A0361,r_and_b,226344
S00513,Song 00513,A0261,classical,245452
S00514,Song 00514,A0039,reggaeton,233783
S00515,Song 00515,A0033,metal,195138
S00516,Song 00516,A0358,latin,268217
S00517,Song 00517,A0094,indie_rock,149595
S00518,Song 00518,A0361,r_and_b,101267
S00519,Song 00519,A0258,reggaeton,126191
S00520,Song 00520,A0145,pop,267569
S00521,Song 00521,A0302,electronic,309024
S00522,Song 00522,A0002,latin,176349
S00523,Song 00523,A0298,electronic,184010
S00524,Song 00524,A0184,electronic,244104
S00525,Song 00525,A0370,country,132969
S00526,Song 00526,A0271,latin,185838
S00527,Song 00527,A0374,electronic,125835
S00528,Song 00528,A0081,r_and_b,220591
S00529,Song 00529,A0159,latin,30327
S00530,Song 00530,A0074,reggaeton,119442
S00531,Song 00531,A0268,electronic,104445
S00532,Song 00532,A0146,r_and_b,210789
S00533,Song 00533,A0013,classical,246045
S00534,Song 00534,A0360,reggaeton,212751
S00535,Song 00535,A0167,jazz,346561
S00536,Song 00536,A0240,country,217521
S00537,Song 00537,A0263,electronic,153698
S00538,Song 00538,A0280,latin,185423
S00539,Song 00539,A0233,metal,257606
S00540,Song 00540,A0236,hip_hop,244340
S00541,Song 00541,A0006,latin,352957
S00542,Song 00542,A0271,latin,228320
S00543,Song 00543,A0072,latin,155509
S00544,Song 00544,A0175,classical,145474
S00545,Song 00545,A0335,classical,266753
S00546,Song 00546,A0200,classical,37052
S00547,Song 00547,A0310,r_and_b,240559
S00548,Song 00548,A0043,electronic,269531
S00549,Song 00549,A0345,jazz,186959
S00550,Song 00550,A0399,latin,231163
S00551,Song 00551,A0048,rock,299387
S00552,Song 00552,A0068,jazz,311111
S00553,Song 00553,A0279,metal,304518
S00554,Song 00554,A0327,indie_rock,279164
S00555,Song 00555,A0133,metal,205866
S00556,Song 00556,A0254,jazz,140089
S00557,Song 00557,A0103,indie_rock,80718
S00558,Song 00558,A0301,latin,330479
S00559,Song 00559,A0144,pop,283074
S00560,Song 00560,A0212,jazz,134364
S00561,Song 00561,A0317,country,286757
S00562,Song 00562,A0221,electronic,188786
S00563,Song 00563,A0124,latin,183055
S00564,Song 00564,A0138,country,138628
S00565,Song 00565,A0217,r_and_b,349568
S00566,Song 00566,A0032,electronic,128152
S00567,Song 00567,A0323,hip_hop,143668
S00568,Song 00568,A0252,classical,261492
S00569,Song 00569,A0011,hip_hop,270056
S00570,Song 00570,A0246,country,250404
S00571,Song 00571,A0186,reggaeton,150428
S00572,Song 00572,A0133,metal,203807
S00573,Song 00573,A0066,latin,161118
S00574,Song 00574,A0368,indie_rock,184991
S00575,Song 00575,A0172,classical,333890
S00576,Song 00576,A0372,hip_hop,235300
S00577,Song 00577,A0381,r_and_b,268472
S00578,Song 00578,A0147,indie_rock,159175
S00579,Song 00579,A0132,r_and_b,182646
S00580,Song 00580,A0185,country,246706
S00581,Song 00581,A0397,rock,295721
S00582,Song 00582,A0086,indie_rock,207789
S00583,Song 00583,A0062,jazz,314797
S00584,Song 00584,A0289,metal,373276
S00585,Song 00585,A0325,metal,102378
S00586,Song 00586,A0078,reggaeton,218797
S00587,Song 00587,A0191,r_and_b,260995
S00588,Song 00588,A0127,rock,204199
S00589,Song 00589,A0004,jazz,326434
S00590,Song 00590,A0383,jazz,226098
S00591,Song 00591,A0351,r_and_b,240385
S00592,Song 00592,A0062,jazz,115003
S00593,Song 00593,A0210,r_and_b,282525
S00594,Song 00594,A0359,electronic,197027
S00595,Song 00595,A0222,hip_hop,246334
S00596,Song 00596,A0224,electronic,200800
S00597,Song 00597,A0042,metal,172859
S00598,Song 00598,A0080,indie_rock,206556
S00599,Song 00599,A0232,classical,135206
S00600,Song 00600,A0324,classical,201311
S00601,Song 00601,A0054,jazz,288994
S00602,Song 00602,A0234,pop,278600
S00603,Song 00603,A0153,rock,154557
S00604,Song 00604,A0312,pop,271153
S00605,Song 00605,A0219,country,192139
S00606,Song 00606,A0151,electronic,175247
S00607,Song 00607,A0054,jazz,255349
S00608,Song 00608,A0125,country,263407
S00609,Song 00609,A0143,latin,176348
S00610,Song 00610,A0045,indie_rock,277580
S00611,Song 00611,A0334,hip_hop,216381
S00612,Song 00612,A0052,reggaeton,356509
S00613,Song 00613,A0022,country,120836
S00614,Song 00614,A0207,indie_rock,201944
S00615,Song 00615,A0002,latin,198863
S00616,Song 00616,A0159,latin,162321
S00617,Song 00617,A0120,reggaeton,129328
S00618,Song 00618,A0024,reggaeton,297100
S00619,Song 00619,A0299,pop,236157
S00620,Song 00620,A0076,metal,128140
S00621,Song 00621,A0144,pop,181798
S00622,Song 00622,A0195,classical,192735
S00623,Song 00623,A0199,jazz,238717
S00624,Song 00624,A0020,jazz,153709
S00625,Song 00625,A0192,reggaeton,313592
S00626,Song 00626,A0004,jazz,219202
S00627,Song 00627,A0247,pop,310778
S00628,Song 00628,A0267,country,253824
S00629,Song 00629,A0119,rock,201471
S00630,Song 00630,A0037,classical,207615
S00631,Song 00631,A0155,latin,244560
S00632,Song 00632,A0167,jazz,229581
S00633,Song 00633,A0359,electronic,236258
S00634,Song 00634,A0374,electronic,269142
S00635,Song 00635,A0104,pop,299218
S00636,Song 00636,A0037,classical,153719
S00637,Song 00637,A0285,metal,113711
S00638,Song 00638,A0157,electronic,160032
S00639,Song 00639,A0389,metal,298831
S00640,Song 00640,A0079,electronic,207334
S00641,Song 00641,A0057,country,178498
S00642,Song 00642,A0317,country,242062
S00643,Song 00643,A0038,indie_rock,266903
S00644,Song 00644,A0207,indie_rock,147052
S00645,Song 00645,A0338,r_and_b,155470
S00646,Song 00646,A0034,latin,216330
S00647,Song 00647,A0093,latin,212375
S00648,Song 00648,A0304,latin,171249
S00649,Song 00649,A0159,latin,365928
S00650,Song 00650,A0369,electronic,299629
S00651,Song 00651,A0135,indie_rock,209068
S00652,Song 00652,A0316,metal,262676
S00653,Song 00653,A0173,metal,141115
S00654,Song 00654,A0089,reggaeton,279532
S00655,Song 00655,A0293,pop,206948
S00656,Song 00656,A0396,country,173727
S00657,Song 00657,A0101,jazz,130574
S00658,Song 00658,A0271,latin,272724
S00659,Song 00659,A0085,jazz,223922
S00660,Song 00660,A0152,jazz,181374
S00661,Song 00661,A0348,classical,284517
S00662,Song 00662,A0036,latin,202797
S00663,Song 00663,A0048,rock,236109
S00664,Song 00664,A0212,jazz,188176
S00665,Song 00665,A0274,pop,245784
S00666,Song 00666,A0032,electronic,143976
